subject,trialCode,code,number,name,rhythm,harmony,condition,block,startTime,wantingToMove,pleasure,beatStrength,wrt,prt,brt
6667,4,4,97,METRONOME 2 HH,iso,high,pwb,main,30.069199799909256,2,4,1,1.4332398999249563,3.2164587000152096,0.9328970999922603
6667,2,2,98,METRONOME 1 HH,iso,high,bpw,main,42.66294729989022,2,1,3,2.266488300054334,2.6330066999653354,1.5834462000057101
